FE,NSGAII,HypE,CMOEAD,NSGAIII,CMOMBI2,SPEA2,SPEA2SDE,ThetaDEA,CHHCO
3110,0.148202,0.273288,0.364891,0.379777,0.285269,0.272439,0.476699,0.270668,0.252112
3111,0.148202,0.273288,0.364891,0.379777,0.285269,0.272439,0.476699,0.270668,0.252112
3112,0.148202,0.273288,0.364902,0.379777,0.285269,0.272451,0.476726,0.270668,0.252429
3113,0.148202,0.273288,0.364902,0.379874,0.285269,0.272451,0.476726,0.270668,0.253084
3114,0.148202,0.273288,0.364902,0.379874,0.285269,0.272451,0.476727,0.270668,0.253084
3115,0.148202,0.27329,0.364902,0.379874,0.285269,0.272543,0.47673,0.299986,0.253084
3116,0.148202,0.27329,0.364902,0.379874,0.285269,0.272543,0.47673,0.299986,0.253084
3117,0.148202,0.27329,0.364902,0.380297,0.285269,0.272543,0.476812,0.299986,0.253084
3118,0.148202,0.27329,0.364902,0.380297,0.285269,0.272543,0.476826,0.299986,0.253084
3119,0.148202,0.27329,0.364902,0.380297,0.285269,0.272543,0.476826,0.299986,0.253084
3120,0.148202,0.27329,0.364902,0.380297,0.285269,0.272543,0.476826,0.299986,0.254247
3121,0.148202,0.27329,0.36494,0.380297,0.285269,0.272543,0.476826,0.299986,0.254247
3122,0.148202,0.27329,0.36494,0.380297,0.285269,0.272543,0.47683,0.299986,0.254247
3123,0.148202,0.27329,0.36494,0.380297,0.285269,0.272543,0.476855,0.299986,0.254247
3124,0.148202,0.27329,0.364956,0.380297,0.285269,0.272543,0.476855,0.299986,0.254247
3125,0.148202,0.27329,0.364956,0.380381,0.285269,0.272543,0.476857,0.299992,0.254247
3126,0.148202,0.27329,0.364984,0.380381,0.285269,0.272543,0.476922,0.300086,0.254247
3127,0.148202,0.27329,0.364984,0.382992,0.285269,0.272543,0.476922,0.300086,0.254247
3128,0.148202,0.27329,0.364984,0.382992,0.285269,0.272624,0.476993,0.300359,0.254247
3129,0.148202,0.27329,0.365009,0.382992,0.285269,0.272624,0.477012,0.300359,0.254247
3130,0.148202,0.27329,0.365009,0.382992,0.285269,0.272624,0.477012,0.300359,0.254247
3131,0.148202,0.27329,0.365009,0.382995,0.285269,0.272624,0.478748,0.300359,0.254247
3132,0.148202,0.27329,0.36596,0.382995,0.285269,0.272624,0.478804,0.300359,0.254247
3133,0.148202,0.27329,0.36596,0.382995,0.285269,0.272624,0.478804,0.300359,0.254247
3134,0.148202,0.27329,0.36596,0.382995,0.285269,0.272624,0.47883,0.300359,0.254247
3135,0.148202,0.27329,0.366166,0.382995,0.285269,0.272624,0.478831,0.300359,0.254247
3136,0.148202,0.27329,0.368507,0.383574,0.285269,0.273923,0.478831,0.300359,0.254247
3137,0.148202,0.27329,0.36851,0.384257,0.285269,0.273942,0.478831,0.300359,0.254498
3138,0.148202,0.27329,0.36851,0.384257,0.285269,0.273942,0.478841,0.300359,0.254498
3139,0.148202,0.27329,0.36851,0.384257,0.285269,0.274582,0.478841,0.300359,0.254498
3140,0.148202,0.27329,0.36851,0.384264,0.285269,0.274582,0.479292,0.300447,0.254498
3141,0.148202,0.273709,0.368656,0.384264,0.285269,0.274649,0.479292,0.300447,0.254501
3142,0.148202,0.273709,0.368656,0.384264,0.285269,0.274649,0.479337,0.300447,0.254501
3143,0.148202,0.273709,0.368656,0.384264,0.285269,0.274649,0.479338,0.300447,0.259743
3144,0.148202,0.273709,0.368656,0.384264,0.285269,0.274649,0.479344,0.300447,0.259743
3145,0.148202,0.273709,0.368661,0.384264,0.285269,0.274649,0.479344,0.300447,0.259743
3146,0.148202,0.273709,0.368661,0.384264,0.285269,0.274649,0.479393,0.300447,0.259743
3147,0.148202,0.273709,0.368661,0.384264,0.285269,0.274649,0.479393,0.300447,0.259743
3148,0.148202,0.273709,0.368661,0.386484,0.285269,0.274649,0.479393,0.300447,0.259743
3149,0.148202,0.273709,0.368719,0.386484,0.285269,0.274649,0.479414,0.300447,0.259954
3150,0.148202,0.273709,0.368719,0.386484,0.285269,0.274649,0.479673,0.300447,0.259954
3151,0.148202,0.273709,0.368719,0.386484,0.285269,0.274649,0.479673,0.300613,0.259954
3152,0.148202,0.273709,0.368737,0.386484,0.285269,0.274649,0.479685,0.30071,0.259954
3153,0.148202,0.273709,0.368738,0.386529,0.285269,0.274649,0.479685,0.30071,0.259954
3154,0.148202,0.273709,0.368738,0.386563,0.285269,0.274649,0.479722,0.30071,0.260605
3155,0.148202,0.274001,0.368738,0.386877,0.285269,0.274912,0.479723,0.300949,0.260605
3156,0.148202,0.274001,0.368738,0.387598,0.285269,0.274947,0.479723,0.300949,0.260605
3157,0.148202,0.274001,0.368738,0.387598,0.285269,0.274947,0.479815,0.300949,0.261301
3158,0.148202,0.274001,0.36874,0.387613,0.285269,0.274947,0.479815,0.300949,0.261301
3159,0.148202,0.274001,0.36874,0.388155,0.285269,0.274947,0.479815,0.300949,0.261301
3160,0.148202,0.274001,0.36874,0.388187,0.285269,0.274947,0.479825,0.300975,0.261301
3161,0.148202,0.274001,0.36874,0.388187,0.285269,0.274948,0.479844,0.300975,0.261301
3162,0.148202,0.274004,0.36874,0.38819,0.285269,0.274948,0.481056,0.300975,0.261301
3163,0.148203,0.274004,0.36874,0.388213,0.285269,0.27496,0.481112,0.300975,0.261442
3164,0.148203,0.274004,0.36874,0.388213,0.285269,0.275053,0.481112,0.300975,0.261442
3165,0.148203,0.274004,0.36874,0.388213,0.285269,0.275055,0.481114,0.301126,0.261442
3166,0.148203,0.274004,0.36878,0.388213,0.285269,0.275055,0.48127,0.301126,0.261442
3167,0.148203,0.274101,0.36878,0.388213,0.285269,0.275081,0.48127,0.30113,0.261551
3168,0.148203,0.274889,0.36878,0.388213,0.285269,0.275081,0.48127,0.30113,0.262293
3169,0.148203,0.274889,0.36878,0.388213,0.285269,0.275136,0.48127,0.30113,0.262293
3170,0.148203,0.274889,0.36878,0.388213,0.285269,0.275136,0.483007,0.30113,0.262293
3171,0.148208,0.274889,0.36878,0.388213,0.285269,0.275136,0.483007,0.301427,0.264446
3172,0.148209,0.274889,0.36878,0.388273,0.285269,0.275136,0.483007,0.301427,0.264447
3173,0.148214,0.274889,0.368781,0.388273,0.285269,0.275322,0.483143,0.301427,0.264447
3174,0.14822,0.274889,0.368781,0.388321,0.285269,0.275322,0.483156,0.301427,0.264584
3175,0.14822,0.274889,0.368781,0.388628,0.285269,0.275322,0.483156,0.301427,0.265606
3176,0.14822,0.274889,0.368781,0.388628,0.285269,0.275322,0.483156,0.305328,0.265606
3177,0.14822,0.274889,0.368781,0.388628,0.285269,0.275322,0.483674,0.305399,0.265622
3178,0.14823,0.274889,0.368781,0.388672,0.285269,0.275402,0.483674,0.305399,0.265622
3179,0.14823,0.274889,0.368781,0.388672,0.285269,0.275407,0.483683,0.305399,0.265622
3180,0.14823,0.274889,0.368781,0.388672,0.285269,0.275678,0.483684,0.305399,0.265978
3181,0.14823,0.274889,0.36894,0.388672,0.285269,0.275725,0.483684,0.305399,0.266121
3182,0.148231,0.274941,0.36894,0.388672,0.285269,0.275725,0.483684,0.305399,0.266121
3183,0.148231,0.274941,0.36894,0.388672,0.285269,0.275731,0.483684,0.305399,0.266121
3184,0.148231,0.274941,0.36894,0.388673,0.285269,0.275731,0.483684,0.305399,0.266259
3185,0.148231,0.274941,0.36894,0.388673,0.285269,0.275731,0.483684,0.305399,0.266259
3186,0.148231,0.274941,0.36894,0.388673,0.285269,0.275731,0.483686,0.305399,0.266259
3187,0.151858,0.274941,0.36894,0.388673,0.285269,0.275731,0.483727,0.305428,0.266259
3188,0.151858,0.274941,0.368958,0.388673,0.285269,0.275731,0.483727,0.305428,0.266259
3189,0.151963,0.274941,0.368958,0.388673,0.285269,0.275731,0.483734,0.305428,0.266259
3190,0.151963,0.274941,0.368958,0.389045,0.285269,0.275731,0.483879,0.305442,0.266259
3191,0.151963,0.274941,0.368983,0.389045,0.285269,0.275731,0.48388,0.305442,0.266259
3192,0.152069,0.274941,0.369374,0.389045,0.285269,0.275754,0.483881,0.305442,0.269916
3193,0.152069,0.274941,0.369374,0.389045,0.285269,0.275754,0.483881,0.305442,0.269916
3194,0.152069,0.274941,0.369374,0.389045,0.285269,0.276171,0.483881,0.305563,0.27124
3195,0.152069,0.274941,0.369374,0.389152,0.285269,0.276171,0.483929,0.305604,0.27124
3196,0.152069,0.274941,0.369374,0.389152,0.2856,0.282927,0.483929,0.305604,0.27124
3197,0.152069,0.276266,0.369474,0.390294,0.2856,0.282946,0.483954,0.305626,0.27124
3198,0.15207,0.276266,0.369474,0.390294,0.2856,0.282957,0.484004,0.306084,0.27124
3199,0.15207,0.276266,0.369474,0.390393,0.2856,0.282957,0.484004,0.306084,0.27124
3200,0.156246,0.276266,0.369474,0.390533,0.286692,0.282957,0.484004,0.306092,0.27124
3201,0.156246,0.276266,0.369474,0.390533,0.286692,0.282961,0.484004,0.306092,0.27124
3202,0.156246,0.276266,0.369481,0.390535,0.286692,0.282985,0.484004,0.306092,0.27124
3203,0.156246,0.276266,0.369481,0.390535,0.286692,0.282985,0.484056,0.306092,0.271247
3204,0.156246,0.276266,0.369481,0.390535,0.286692,0.282985,0.484056,0.306101,0.271247
3205,0.156776,0.276266,0.369481,0.390535,0.286692,0.282985,0.484056,0.306101,0.271247
3206,0.156776,0.276266,0.369481,0.390535,0.286692,0.282985,0.484059,0.306101,0.271247
3207,0.156776,0.276266,0.369481,0.390535,0.286692,0.282985,0.484059,0.306101,0.271745
3208,0.156776,0.276266,0.369481,0.390555,0.286692,0.282985,0.484087,0.306101,0.271745
3209,0.156779,0.276266,0.36954,0.390555,0.286692,0.283205,0.484087,0.306177,0.271745
3210,0.156779,0.276266,0.369599,0.390642,0.286692,0.283208,0.484089,0.306177,0.271745
3211,0.156779,0.276266,0.369599,0.390642,0.286692,0.283208,0.484092,0.306177,0.271745
3212,0.156779,0.276266,0.369599,0.390679,0.286692,0.285632,0.484124,0.306177,0.271745
3213,0.156779,0.276266,0.369599,0.390679,0.286692,0.285632,0.484145,0.306177,0.27197
3214,0.156779,0.276266,0.369599,0.390679,0.286692,0.285642,0.484148,0.306213,0.27197
3215,0.156779,0.276266,0.369599,0.390679,0.286692,0.286026,0.484148,0.306213,0.27197
3216,0.156833,0.276266,0.3696,0.391057,0.286692,0.286026,0.484199,0.306213,0.27197
3217,0.156833,0.276266,0.3696,0.391057,0.286753,0.286057,0.484207,0.306213,0.27197
3218,0.156833,0.294358,0.3696,0.391057,0.286753,0.286144,0.484207,0.306213,0.27197
3219,0.156834,0.294358,0.3696,0.391074,0.286753,0.286144,0.48423,0.306213,0.272011
3220,0.156834,0.294564,0.3696,0.391162,0.28679,0.296366,0.484232,0.30623,0.273508
3221,0.156834,0.294564,0.3696,0.391162,0.28679,0.296366,0.484247,0.30623,0.273508
3222,0.156834,0.294564,0.3696,0.391162,0.28679,0.296366,0.484276,0.30623,0.274747
3223,0.156834,0.294564,0.3696,0.391298,0.28679,0.296366,0.484286,0.30623,0.274747
3224,0.156834,0.294564,0.3696,0.391298,0.28679,0.296366,0.484286,0.30623,0.274756
3225,0.156834,0.294564,0.3696,0.391298,0.28679,0.296366,0.484552,0.30623,0.274756
3226,0.156834,0.294564,0.3696,0.391453,0.28679,0.296495,0.484557,0.30623,0.274756
3227,0.156834,0.294564,0.3696,0.391496,0.28679,0.296495,0.486319,0.306345,0.274756
3228,0.156857,0.294564,0.3696,0.391538,0.28679,0.296495,0.486319,0.306345,0.274817
3229,0.156947,0.294564,0.369605,0.391538,0.28679,0.296495,0.486319,0.306345,0.274817
3230,0.156947,0.294564,0.369605,0.391538,0.28679,0.296495,0.486319,0.306345,0.274945
3231,0.156947,0.294564,0.369605,0.391538,0.28679,0.296495,0.48632,0.306345,0.274945
3232,0.156993,0.294564,0.369605,0.391538,0.28679,0.296497,0.486323,0.307124,0.275145
3233,0.156993,0.294685,0.369605,0.391538,0.28679,0.296497,0.486324,0.307124,0.275145
3234,0.156993,0.294685,0.369605,0.391538,0.28679,0.296497,0.486324,0.307124,0.275145
3235,0.156993,0.294685,0.369605,0.391538,0.28679,0.296497,0.48635,0.307124,0.275183
3236,0.156993,0.294685,0.369637,0.391538,0.28679,0.296497,0.48635,0.307124,0.275183
3237,0.156993,0.294685,0.369646,0.391638,0.303301,0.296585,0.486369,0.307124,0.275183
3238,0.156993,0.294685,0.369646,0.392635,0.303301,0.296585,0.486369,0.307124,0.275183
3239,0.156998,0.294685,0.369646,0.392635,0.303301,0.296585,0.486374,0.307124,0.275183
3240,0.156998,0.294685,0.369646,0.392635,0.303301,0.296585,0.486374,0.307124,0.278146
3241,0.156998,0.294685,0.369661,0.392635,0.303301,0.296585,0.486376,0.307124,0.278146
3242,0.156998,0.294685,0.369742,0.392635,0.303301,0.296838,0.486376,0.307124,0.278146
3243,0.156998,0.294685,0.369745,0.392638,0.303301,0.296838,0.486386,0.307124,0.278146
3244,0.156998,0.294685,0.369745,0.393697,0.303301,0.296839,0.486386,0.307124,0.278146
3245,0.156998,0.294685,0.369745,0.393697,0.303301,0.296839,0.486386,0.307124,0.278146
3246,0.156998,0.294685,0.369749,0.394102,0.303301,0.296982,0.486387,0.307124,0.279214
3247,0.156998,0.294685,0.369749,0.394102,0.303301,0.296982,0.486387,0.307124,0.279214
3248,0.157172,0.294685,0.369749,0.394108,0.303301,0.296987,0.486393,0.307279,0.279214
3249,0.157172,0.294685,0.369749,0.394108,0.303301,0.296999,0.486393,0.307279,0.279579
3250,0.157314,0.294685,0.369749,0.394109,0.303301,0.296999,0.486393,0.307279,0.27961
3251,0.157314,0.294685,0.369749,0.394109,0.303301,0.297166,0.486393,0.307279,0.279611
3252,0.157314,0.294685,0.369756,0.394424,0.303301,0.297166,0.486393,0.307279,0.279611
3253,0.157314,0.294909,0.369756,0.394424,0.303301,0.297218,0.486394,0.307279,0.279611
3254,0.157314,0.294909,0.369765,0.396111,0.303301,0.29722,0.486394,0.307279,0.279611
3255,0.157344,0.294926,0.369765,0.396402,0.303301,0.29722,0.486394,0.307279,0.279611
3256,0.157344,0.294941,0.369765,0.396402,0.303301,0.29722,0.486479,0.307279,0.279611
3257,0.157345,0.294941,0.369765,0.396402,0.303301,0.29722,0.486479,0.307279,0.279615
3258,0.157345,0.294941,0.369767,0.396482,0.303301,0.29722,0.48658,0.307279,0.279615
3259,0.157345,0.294941,0.369767,0.396676,0.303301,0.29722,0.486624,0.307321,0.279615
3260,0.157345,0.294941,0.369767,0.396676,0.303301,0.297408,0.486624,0.307321,0.279622
3261,0.157345,0.294941,0.369856,0.396676,0.303301,0.297408,0.487825,0.307752,0.279622
3262,0.157348,0.294941,0.369885,0.396676,0.303301,0.297408,0.487835,0.307752,0.279622
3263,0.157348,0.294941,0.369885,0.396676,0.303301,0.297408,0.487835,0.309598,0.279634
3264,0.157352,0.294941,0.369885,0.396676,0.303301,0.297408,0.487835,0.310228,0.279634
3265,0.157352,0.294942,0.369885,0.396676,0.303301,0.297408,0.487835,0.310228,0.279634
3266,0.157352,0.294942,0.378691,0.396676,0.303301,0.297408,0.487835,0.310228,0.279634
3267,0.157352,0.294942,0.378691,0.396677,0.308727,0.297408,0.487835,0.310228,0.297494
3268,0.157352,0.294942,0.378691,0.397763,0.308727,0.298227,0.487835,0.31064,0.297498
3269,0.162359,0.294942,0.378691,0.397818,0.308727,0.298231,0.487838,0.31064,0.297498
3270,0.162359,0.294942,0.378691,0.397818,0.308727,0.298231,0.487838,0.31064,0.297498
3271,0.16236,0.294942,0.378691,0.397818,0.308727,0.298231,0.487845,0.31064,0.297627
3272,0.16236,0.294942,0.378694,0.397818,0.308794,0.298276,0.487845,0.31064,0.297627
3273,0.162361,0.294942,0.378694,0.397818,0.308794,0.298276,0.487845,0.31064,0.298142
3274,0.162547,0.294943,0.378694,0.397818,0.308794,0.298277,0.487847,0.31064,0.298142
3275,0.16255,0.294943,0.378694,0.397818,0.308794,0.298277,0.488038,0.31064,0.298142
3276,0.16255,0.294943,0.378694,0.397818,0.308794,0.298277,0.488038,0.31064,0.298319
3277,0.16255,0.294943,0.378694,0.397818,0.310535,0.298277,0.489032,0.31064,0.298319
3278,0.162875,0.294943,0.378694,0.398356,0.310535,0.298277,0.489032,0.31064,0.298339
3279,0.162875,0.294943,0.378694,0.398356,0.310535,0.298277,0.489032,0.31064,0.298339
3280,0.162876,0.297919,0.379168,0.398356,0.310535,0.29829,0.489032,0.31066,0.298342
3281,0.162876,0.297919,0.379168,0.398356,0.310535,0.298291,0.489408,0.31066,0.298342
3282,0.162878,0.297919,0.379193,0.398374,0.310535,0.298299,0.489417,0.31066,0.298342
3283,0.162878,0.297919,0.379193,0.398374,0.310535,0.298939,0.489417,0.31066,0.298342
3284,0.162878,0.297919,0.379193,0.398374,0.310535,0.298976,0.489419,0.310661,0.298342
3285,0.162878,0.297919,0.379193,0.398378,0.311077,0.298976,0.489419,0.310661,0.298342
3286,0.16298,0.297919,0.379193,0.398378,0.311077,0.298976,0.489444,0.310661,0.298342
3287,0.16298,0.297919,0.379195,0.398378,0.311077,0.298976,0.489444,0.310661,0.298657
3288,0.16298,0.297919,0.379195,0.398378,0.311077,0.298976,0.489806,0.310661,0.298657
3289,0.16298,0.297919,0.379195,0.398378,0.311077,0.298976,0.489806,0.31117,0.298657
3290,0.16298,0.297919,0.379195,0.398378,0.311077,0.298976,0.489806,0.311211,0.298657
3291,0.163144,0.297919,0.379195,0.398378,0.311077,0.298976,0.489837,0.311211,0.298657
3292,0.163144,0.297919,0.379574,0.398455,0.311077,0.298976,0.489837,0.311211,0.298661
3293,0.163269,0.297919,0.379574,0.398455,0.311077,0.298976,0.489837,0.311211,0.298661
3294,0.163269,0.297919,0.379574,0.398455,0.311077,0.298976,0.489837,0.311211,0.298661
3295,0.16327,0.297919,0.379574,0.398455,0.311077,0.299027,0.490928,0.311211,0.298661
3296,0.16327,0.297919,0.379574,0.398461,0.311077,0.299029,0.490952,0.311211,0.29928
3297,0.16327,0.297919,0.379574,0.398461,0.311081,0.299083,0.491349,0.311211,0.299505
3298,0.163279,0.297919,0.379574,0.398461,0.311081,0.299083,0.491349,0.311211,0.299518
3299,0.163279,0.297919,0.379574,0.398461,0.311081,0.299083,0.491391,0.311211,0.299518
3300,0.163279,0.297919,0.379574,0.398461,0.311081,0.29911,0.491391,0.311211,0.299518
3301,0.163871,0.297929,0.379603,0.398461,0.311081,0.29911,0.491391,0.311211,0.299518
3302,0.163871,0.297929,0.379604,0.398461,0.311081,0.29911,0.491391,0.311653,0.29988
3303,0.163871,0.297929,0.379604,0.398461,0.311081,0.29911,0.491393,0.311653,0.29988
3304,0.163871,0.297929,0.379604,0.398461,0.311081,0.299118,0.491574,0.311653,0.299905
3305,0.165071,0.298225,0.379604,0.398461,0.311081,0.299949,0.491574,0.311653,0.299905
3306,0.165072,0.298225,0.379729,0.398461,0.311081,0.299949,0.491574,0.311653,0.301127
3307,0.165072,0.298225,0.379762,0.401622,0.311081,0.299949,0.491597,0.312353,0.301142
3308,0.165072,0.298225,0.379762,0.401622,0.311081,0.299949,0.4916,0.312499,0.301144
3309,0.165072,0.299586,0.379762,0.401622,0.311081,0.299949,0.4916,0.312499,0.301144
3310,0.165074,0.299586,0.379762,0.401622,0.311081,0.29995,0.4916,0.312499,0.301144
3311,0.165078,0.299586,0.379762,0.401672,0.311081,0.29995,0.4916,0.312499,0.301144
3312,0.165078,0.299586,0.379763,0.401672,0.311081,0.300048,0.491675,0.312499,0.301144
3313,0.165079,0.299586,0.379763,0.401672,0.311081,0.300048,0.491685,0.313076,0.30145
3314,0.16508,0.299586,0.379763,0.401672,0.311081,0.300048,0.491717,0.313076,0.301492
3315,0.16508,0.299586,0.379763,0.401672,0.311081,0.300057,0.491735,0.313076,0.301492
3316,0.165081,0.300344,0.379763,0.401694,0.311081,0.300061,0.491735,0.313076,0.301492
3317,0.165081,0.300344,0.379763,0.401694,0.311081,0.300061,0.491811,0.313076,0.301786
3318,0.165081,0.300344,0.379763,0.401694,0.311081,0.300061,0.491824,0.313076,0.301786
3319,0.165081,0.300344,0.379763,0.401988,0.311081,0.300061,0.491865,0.313076,0.301786
3320,0.165081,0.300344,0.379771,0.401988,0.311081,0.300061,0.491866,0.313076,0.302453
3321,0.165081,0.300344,0.379771,0.401989,0.311081,0.300061,0.491866,0.313076,0.302804
3322,0.165081,0.300344,0.379771,0.401989,0.311081,0.300061,0.491877,0.313076,0.302804
3323,0.165081,0.300344,0.379771,0.40199,0.311081,0.300062,0.491878,0.313076,0.302804
3324,0.165081,0.300344,0.379771,0.40199,0.311081,0.300062,0.491885,0.313076,0.302804
3325,0.165081,0.300344,0.379771,0.401999,0.311081,0.300062,0.491902,0.313076,0.306322
3326,0.165082,0.300349,0.379771,0.402119,0.311081,0.300068,0.491921,0.313076,0.306322
3327,0.165082,0.300349,0.379772,0.402119,0.311081,0.300068,0.491921,0.313076,0.306322
3328,0.165082,0.300349,0.379772,0.402119,0.311081,0.300068,0.491922,0.313076,0.306322
3329,0.165082,0.300349,0.379772,0.402134,0.311081,0.300068,0.491922,0.313076,0.306322
3330,0.165116,0.300349,0.379772,0.402134,0.311081,0.30017,0.491923,0.313076,0.306322
3331,0.165116,0.300349,0.379792,0.402134,0.311081,0.30017,0.491923,0.313086,0.306322
3332,0.165116,0.300349,0.379792,0.402182,0.311081,0.300222,0.491923,0.313086,0.306322
3333,0.165116,0.300349,0.379794,0.402182,0.311081,0.300222,0.492863,0.314261,0.306732
3334,0.165116,0.300349,0.379794,0.402182,0.311081,0.300222,0.492896,0.314261,0.307201
3335,0.165116,0.300349,0.379794,0.402182,0.311081,0.330259,0.492912,0.314261,0.307201
3336,0.165116,0.300349,0.379794,0.402182,0.311081,0.330259,0.492913,0.314261,0.307201
3337,0.165116,0.300349,0.379794,0.402182,0.311081,0.330259,0.492913,0.314333,0.307201
3338,0.165116,0.300349,0.3798,0.402228,0.311081,0.330259,0.493281,0.314333,0.307201
3339,0.165116,0.300349,0.379822,0.402228,0.311081,0.330556,0.493339,0.314333,0.307201
3340,0.165116,0.300349,0.379829,0.402228,0.311081,0.330592,0.493359,0.314333,0.307201
3341,0.165116,0.300349,0.379832,0.403709,0.311081,0.330594,0.493386,0.314333,0.307201
3342,0.165116,0.300349,0.379832,0.403709,0.311081,0.330599,0.493407,0.314341,0.307201
3343,0.165116,0.300349,0.379832,0.403709,0.311081,0.330659,0.493461,0.314341,0.30805
3344,0.165116,0.300349,0.379832,0.403711,0.311081,0.330659,0.493461,0.314341,0.30805
3345,0.165116,0.300349,0.379834,0.403711,0.311081,0.330659,0.493461,0.314341,0.30805
3346,0.165116,0.300349,0.379834,0.403711,0.311081,0.330665,0.493461,0.314341,0.30812
3347,0.165116,0.300349,0.379843,0.403711,0.311081,0.330841,0.493461,0.314341,0.30812
3348,0.165122,0.300349,0.379843,0.403711,0.311081,0.330841,0.493631,0.314341,0.30812
3349,0.165123,0.300349,0.379843,0.403711,0.311081,0.330841,0.49365,0.314341,0.310287
3350,0.165123,0.300349,0.379843,0.403711,0.311081,0.330841,0.49365,0.314343,0.310287
3351,0.165123,0.300349,0.379843,0.403814,0.318752,0.330841,0.493683,0.314343,0.310287
3352,0.165123,0.300349,0.381452,0.403814,0.318752,0.330842,0.493683,0.314343,0.310287
3353,0.165123,0.300349,0.381453,0.405023,0.318752,0.330842,0.493683,0.314343,0.310287
3354,0.165123,0.300349,0.381453,0.405023,0.318752,0.330842,0.493684,0.314343,0.310318
3355,0.165123,0.300349,0.381453,0.405023,0.318752,0.330842,0.493684,0.314343,0.310318
3356,0.165123,0.300349,0.381453,0.405023,0.318752,0.330842,0.493684,0.314343,0.310394
3357,0.165123,0.300349,0.381493,0.405023,0.318752,0.330842,0.493684,0.314343,0.310394
3358,0.165123,0.300349,0.382015,0.405023,0.318752,0.330842,0.493684,0.314343,0.310394
3359,0.165123,0.300349,0.382015,0.405039,0.318752,0.330842,0.493684,0.314343,0.310394
3360,0.165123,0.300349,0.382015,0.405039,0.318758,0.330842,0.493684,0.314343,0.310394
3361,0.16513,0.300349,0.382015,0.405039,0.318758,0.330843,0.493685,0.314343,0.310418
3362,0.165643,0.300371,0.382017,0.405039,0.318853,0.330844,0.493685,0.314343,0.310418
3363,0.16619,0.301072,0.382018,0.405127,0.318853,0.333414,0.493695,0.314608,0.310437
3364,0.166191,0.301072,0.382018,0.405127,0.318853,0.333442,0.4937,0.314738,0.31047
3365,0.166252,0.301072,0.382018,0.405127,0.318853,0.333442,0.49382,0.314895,0.310803
3366,0.166252,0.301072,0.382033,0.405127,0.318853,0.333442,0.49382,0.314895,0.310803
3367,0.166362,0.301072,0.382039,0.405127,0.319115,0.333464,0.493822,0.314895,0.310803
3368,0.166366,0.301088,0.382039,0.405127,0.319115,0.333498,0.493822,0.314895,0.310803
3369,0.166366,0.301088,0.382039,0.405141,0.319115,0.333498,0.49397,0.314895,0.310817
3370,0.166368,0.301102,0.382039,0.405141,0.31983,0.333508,0.49397,0.314895,0.310853
3371,0.167177,0.301102,0.3821,0.405178,0.31983,0.333508,0.49397,0.314895,0.310853
3372,0.167177,0.301113,0.3821,0.405634,0.31983,0.33423,0.49397,0.314895,0.310863
3373,0.167177,0.301113,0.3821,0.405642,0.320039,0.33554,0.49398,0.314895,0.310863
3374,0.167177,0.301113,0.3821,0.40589,0.320039,0.335554,0.494219,0.314902,0.311594
3375,0.167178,0.301113,0.3821,0.40589,0.320039,0.3356,0.494352,0.314902,0.311595
3376,0.167178,0.301113,0.382102,0.40589,0.320039,0.3356,0.494467,0.314902,0.311595
3377,0.167178,0.301113,0.382103,0.40589,0.320039,0.3356,0.494469,0.31492,0.312569
3378,0.167178,0.301115,0.382104,0.405899,0.320039,0.335646,0.49447,0.315555,0.312569
3379,0.167178,0.301115,0.382104,0.406371,0.320039,0.335646,0.494509,0.315555,0.312569
3380,0.167178,0.301115,0.38211,0.406371,0.320039,0.335646,0.494511,0.315555,0.312595
3381,0.16718,0.301115,0.38211,0.406371,0.320039,0.336162,0.494518,0.315758,0.312595
3382,0.167286,0.301115,0.38211,0.406371,0.320039,0.336162,0.494518,0.315758,0.312695
3383,0.167286,0.301115,0.38211,0.406372,0.322185,0.336162,0.494518,0.315765,0.312695
3384,0.167286,0.301115,0.38211,0.406408,0.322185,0.336162,0.494522,0.315789,0.312698
3385,0.167287,0.301115,0.382122,0.406408,0.322236,0.336163,0.494669,0.315789,0.312698
3386,0.168238,0.301115,0.38226,0.406408,0.322236,0.336163,0.494669,0.315789,0.312698
3387,0.168239,0.301115,0.38226,0.406408,0.322236,0.336175,0.495083,0.315789,0.312699
3388,0.168245,0.301115,0.38226,0.406409,0.322236,0.336196,0.495083,0.315789,0.312699
3389,0.168246,0.301115,0.38226,0.406687,0.324874,0.336255,0.495101,0.315789,0.312699
3390,0.168249,0.301115,0.38226,0.407028,0.324874,0.336555,0.495101,0.315789,0.312699
3391,0.168249,0.301115,0.38226,0.409047,0.324874,0.336557,0.495135,0.315789,0.312714
3392,0.16829,0.301115,0.38226,0.409112,0.324874,0.336557,0.495146,0.315789,0.312726
3393,0.1683,0.301156,0.382261,0.409114,0.324874,0.336569,0.495146,0.315789,0.312726
3394,0.1683,0.301156,0.382261,0.409117,0.324874,0.336582,0.495146,0.315789,0.312726
3395,0.168329,0.301161,0.382261,0.409185,0.324874,0.337146,0.49555,0.315789,0.312754
3396,0.168394,0.301161,0.382262,0.409525,0.32489,0.337196,0.495574,0.317129,0.312754
3397,0.168394,0.301161,0.382262,0.409667,0.32489,0.337245,0.495574,0.317129,0.312755
3398,0.168394,0.302659,0.382262,0.409667,0.32489,0.337245,0.495574,0.317132,0.312755
3399,0.168395,0.302728,0.382276,0.409937,0.32489,0.33725,0.495585,0.317246,0.313289
