FE,CMOEAD,CMOMBI2,HypE,NSGAII,NSGAIII,SPEA2,SPEA2SDE,ThetaDEA,CHHCO
3221,0.420324,0.501853,0.411517,0.377892,0.38572,0.412355,0.536875,0.422158,0.273529
3222,0.420324,0.501853,0.411517,0.377892,0.38572,0.412355,0.536875,0.422158,0.273529
3223,0.420394,0.505583,0.411525,0.377892,0.38573,0.412355,0.536875,0.422158,0.273529
3224,0.420394,0.505583,0.411525,0.377892,0.38573,0.412355,0.536878,0.422163,0.273529
3225,0.420396,0.505583,0.411525,0.385987,0.385753,0.412355,0.536878,0.422163,0.273529
3226,0.420396,0.505674,0.411988,0.386112,0.38576,0.412355,0.536878,0.422531,0.273529
3227,0.420396,0.505674,0.411988,0.386183,0.38576,0.412355,0.536973,0.422531,0.273529
3228,0.420396,0.505674,0.411992,0.386183,0.385765,0.412355,0.536973,0.422549,0.273529
3229,0.420411,0.505749,0.411993,0.386197,0.385765,0.412355,0.537538,0.422549,0.273529
3230,0.420411,0.505749,0.412007,0.386197,0.387573,0.412355,0.537556,0.422549,0.273529
3231,0.420418,0.506841,0.412007,0.386197,0.387573,0.412355,0.537556,0.422901,0.283415
3232,0.420418,0.50686,0.412027,0.386197,0.387573,0.412355,0.537566,0.423193,0.283415
3233,0.420418,0.506892,0.412027,0.386197,0.393344,0.412355,0.537567,0.423203,0.283415
3234,0.420419,0.507248,0.412027,0.386197,0.39368,0.412355,0.537567,0.423207,0.283415
3235,0.42042,0.507256,0.412027,0.386197,0.39368,0.412355,0.537567,0.423207,0.285264
3236,0.42042,0.507298,0.412027,0.386197,0.393737,0.412355,0.537569,0.423207,0.285264
3237,0.42042,0.507298,0.412027,0.386197,0.393737,0.412355,0.537864,0.423898,0.285264
3238,0.42042,0.507298,0.412031,0.386197,0.393748,0.412355,0.537864,0.42439,0.285264
3239,0.42042,0.507326,0.412065,0.386197,0.393748,0.412355,0.537866,0.42439,0.285264
3240,0.42042,0.507326,0.412069,0.386197,0.393752,0.412356,0.537868,0.425275,0.285264
3241,0.42042,0.507334,0.412069,0.386197,0.394689,0.412532,0.538575,0.425277,0.285264
3242,0.42042,0.507334,0.412078,0.386197,0.394689,0.412532,0.538584,0.425277,0.285264
3243,0.42089,0.507658,0.412155,0.386197,0.394689,0.412532,0.538639,0.425277,0.285264
3244,0.42089,0.50766,0.412155,0.386197,0.394691,0.412581,0.538639,0.425277,0.285264
3245,0.42089,0.50766,0.412213,0.386197,0.394691,0.412581,0.538639,0.425277,0.285264
3246,0.421375,0.50766,0.412213,0.386197,0.394691,0.412581,0.538639,0.425277,0.285264
3247,0.421375,0.507705,0.412215,0.386197,0.394692,0.412581,0.538909,0.425277,0.285264
3248,0.421375,0.507705,0.412215,0.386197,0.394692,0.412581,0.538911,0.425277,0.285264
3249,0.421375,0.507705,0.412215,0.386197,0.394692,0.412581,0.539209,0.425317,0.285264
3250,0.421375,0.507705,0.412216,0.386197,0.394695,0.412581,0.539209,0.42532,0.285264
3251,0.421375,0.507705,0.412222,0.386197,0.394704,0.412581,0.539209,0.425339,0.285264
3252,0.421375,0.507706,0.412222,0.386493,0.394704,0.412581,0.539209,0.425339,0.285264
3253,0.421375,0.507728,0.412222,0.386493,0.394721,0.412581,0.539222,0.425355,0.285264
3254,0.421375,0.507728,0.412222,0.386493,0.394721,0.412581,0.539222,0.425355,0.285264
3255,0.421376,0.507809,0.41244,0.386493,0.395108,0.412581,0.539222,0.425355,0.285264
3256,0.421376,0.507809,0.41244,0.3866,0.395155,0.412581,0.539223,0.425355,0.285264
3257,0.421376,0.507868,0.41244,0.386845,0.396017,0.412581,0.539255,0.425364,0.285264
3258,0.421529,0.507954,0.412792,0.386845,0.396017,0.412581,0.539255,0.425364,0.285264
3259,0.421529,0.507954,0.412792,0.386845,0.396017,0.412585,0.539255,0.425364,0.285264
3260,0.421529,0.509079,0.412826,0.386845,0.396017,0.412585,0.539255,0.428618,0.285264
3261,0.421577,0.50908,0.412826,0.386845,0.398808,0.412585,0.539255,0.428713,0.285264
3262,0.421577,0.509086,0.412828,0.386845,0.398809,0.412585,0.539255,0.428713,0.285264
3263,0.421577,0.509086,0.412979,0.386845,0.399385,0.412585,0.539255,0.428925,0.285264
3264,0.421577,0.509086,0.412979,0.386845,0.399385,0.412585,0.539256,0.432517,0.285264
3265,0.421577,0.509086,0.412979,0.386845,0.399385,0.412585,0.539257,0.432517,0.285264
3266,0.421577,0.509086,0.412979,0.386845,0.399385,0.412585,0.539261,0.432975,0.285264
3267,0.421577,0.509086,0.412979,0.386845,0.399385,0.412585,0.539262,0.432975,0.285264
3268,0.421577,0.50958,0.412988,0.386845,0.399426,0.412585,0.539262,0.432975,0.285264
3269,0.421577,0.50958,0.412988,0.386845,0.399431,0.412585,0.539262,0.432975,0.285264
3270,0.421577,0.509596,0.412988,0.386845,0.399431,0.414399,0.539262,0.433011,0.285264
3271,0.421577,0.509603,0.413027,0.386845,0.399491,0.430658,0.539262,0.433362,0.285264
3272,0.421577,0.509603,0.415699,0.386845,0.399491,0.430658,0.539529,0.434061,0.285264
3273,0.421577,0.509615,0.415699,0.386845,0.399491,0.430658,0.539532,0.434061,0.285264
3274,0.421577,0.509615,0.415699,0.386845,0.399491,0.430658,0.539545,0.434061,0.285264
3275,0.421577,0.509809,0.415699,0.386845,0.399558,0.430658,0.539577,0.434061,0.28737
3276,0.421578,0.509809,0.415701,0.386845,0.399558,0.430658,0.53958,0.434061,0.28737
3277,0.421578,0.509809,0.415714,0.386845,0.399558,0.430658,0.53958,0.434061,0.28737
3278,0.42158,0.509934,0.415723,0.386845,0.399576,0.430658,0.53958,0.434061,0.28737
3279,0.421615,0.510001,0.41573,0.386845,0.39961,0.431207,0.53958,0.434061,0.28737
3280,0.421615,0.510009,0.41573,0.386845,0.39961,0.431207,0.53958,0.43407,0.28737
3281,0.421615,0.510009,0.41573,0.386845,0.39961,0.431207,0.53958,0.43407,0.28737
3282,0.425461,0.510047,0.41573,0.386849,0.399673,0.431207,0.539583,0.43407,0.28737
3283,0.425461,0.510047,0.41573,0.386849,0.399673,0.431207,0.539595,0.43407,0.28737
3284,0.425461,0.510047,0.415739,0.386849,0.399772,0.431207,0.539641,0.434214,0.28737
3285,0.425461,0.510047,0.415853,0.386849,0.399772,0.431207,0.539641,0.434214,0.28737
3286,0.425463,0.510079,0.415853,0.386849,0.399772,0.431207,0.539641,0.434214,0.28737
3287,0.425463,0.510097,0.415853,0.387198,0.399772,0.431207,0.539641,0.434214,0.287371
3288,0.425471,0.510097,0.415889,0.387198,0.399772,0.431207,0.539643,0.434214,0.287371
3289,0.425471,0.510097,0.415889,0.387198,0.399772,0.431207,0.539643,0.434214,0.287371
3290,0.425546,0.510097,0.416051,0.387198,0.399772,0.431207,0.539643,0.434214,0.287371
3291,0.425546,0.510097,0.416094,0.387198,0.399772,0.431207,0.539643,0.434214,0.287371
3292,0.425546,0.510104,0.416095,0.388092,0.400061,0.431207,0.539993,0.434214,0.287371
3293,0.425591,0.510104,0.416095,0.388092,0.400061,0.431207,0.540134,0.434214,0.287371
3294,0.425623,0.510156,0.416095,0.388092,0.400068,0.431207,0.540134,0.434226,0.287371
3295,0.425623,0.510156,0.416095,0.388092,0.400224,0.431229,0.540134,0.434226,0.287371
3296,0.425624,0.510156,0.416316,0.388092,0.400224,0.431229,0.540134,0.434226,0.287371
3297,0.425624,0.510156,0.41634,0.388092,0.4003,0.431229,0.540134,0.434226,0.287371
3298,0.425624,0.510156,0.416341,0.388092,0.400301,0.431229,0.540134,0.434245,0.287371
3299,0.425641,0.510166,0.416341,0.388092,0.400301,0.431229,0.540141,0.434245,0.287371
3300,0.425641,0.510276,0.416341,0.388092,0.400301,0.431229,0.540142,0.434245,0.287371
3301,0.425641,0.510276,0.416341,0.388092,0.400301,0.431229,0.540253,0.434245,0.287371
3302,0.425641,0.51028,0.416343,0.388092,0.400301,0.431229,0.540707,0.434245,0.287371
3303,0.425641,0.51029,0.416344,0.388092,0.400301,0.431536,0.540707,0.434256,0.289274
3304,0.425641,0.510303,0.416355,0.388092,0.400314,0.431536,0.540718,0.434256,0.289274
3305,0.425641,0.511347,0.416355,0.388092,0.400326,0.431536,0.540718,0.434256,0.289274
3306,0.425641,0.511347,0.416356,0.388092,0.400328,0.431536,0.540718,0.434879,0.289274
3307,0.425641,0.511347,0.416369,0.388092,0.400328,0.432459,0.540718,0.434879,0.289274
3308,0.425641,0.511351,0.416369,0.388092,0.40033,0.432459,0.540724,0.434879,0.289274
3309,0.425641,0.511351,0.416396,0.388092,0.400338,0.432459,0.540724,0.434879,0.289274
3310,0.425641,0.51162,0.416396,0.388092,0.400338,0.432459,0.540724,0.434879,0.289274
3311,0.425659,0.51162,0.416398,0.388092,0.400338,0.432459,0.540724,0.434879,0.289274
3312,0.425659,0.51162,0.416398,0.388092,0.400338,0.432459,0.540737,0.434879,0.289274
3313,0.425659,0.51168,0.416398,0.388092,0.400338,0.432459,0.540742,0.434879,0.289274
3314,0.42566,0.511883,0.416398,0.388092,0.400338,0.432459,0.540764,0.434879,0.289274
3315,0.42566,0.511933,0.416398,0.388092,0.400338,0.432459,0.540764,0.43488,0.289274
3316,0.42567,0.511933,0.416398,0.388336,0.400342,0.432459,0.540764,0.43488,0.289274
3317,0.42567,0.511933,0.4164,0.388336,0.400342,0.432459,0.540764,0.435199,0.289274
3318,0.42567,0.511936,0.4164,0.388336,0.400342,0.432459,0.540764,0.435199,0.289274
3319,0.42567,0.511936,0.416455,0.388336,0.400342,0.432459,0.540769,0.435199,0.289274
3320,0.42567,0.512061,0.416463,0.388336,0.400342,0.432459,0.540793,0.435199,0.289274
3321,0.42567,0.512061,0.416729,0.388336,0.400342,0.432459,0.540795,0.435199,0.289274
3322,0.42567,0.512061,0.416729,0.388336,0.400342,0.432459,0.540817,0.435199,0.289274
3323,0.42567,0.512061,0.416729,0.388336,0.400342,0.432459,0.542053,0.435199,0.289274
3324,0.42567,0.512061,0.416733,0.388336,0.400342,0.432459,0.542053,0.435199,0.289274
3325,0.42567,0.512124,0.416733,0.388336,0.400342,0.432459,0.542053,0.435199,0.289274
3326,0.42567,0.512124,0.41674,0.388336,0.400347,0.432459,0.542053,0.435476,0.289274
3327,0.42567,0.512239,0.41674,0.388336,0.400347,0.432459,0.542053,0.435476,0.289274
3328,0.42567,0.512242,0.41674,0.392341,0.40035,0.432459,0.542096,0.435476,0.289274
3329,0.42567,0.512242,0.41674,0.392341,0.40035,0.432459,0.542096,0.435476,0.289274
3330,0.42567,0.512243,0.41674,0.392341,0.40035,0.432459,0.542096,0.435476,0.289274
3331,0.425675,0.512245,0.41674,0.392341,0.40035,0.434169,0.542096,0.435476,0.289274
3332,0.425675,0.512245,0.416741,0.392341,0.40035,0.434169,0.542096,0.435476,0.289274
3333,0.425681,0.512245,0.416741,0.392341,0.40035,0.434169,0.54211,0.435476,0.289274
3334,0.425681,0.512267,0.416758,0.392341,0.400414,0.434169,0.54211,0.435476,0.289274
3335,0.425681,0.512297,0.417956,0.392341,0.400454,0.434169,0.54211,0.435816,0.289274
3336,0.425681,0.512319,0.417956,0.392341,0.400457,0.434169,0.54211,0.43685,0.289274
3337,0.425681,0.512319,0.417968,0.392341,0.400457,0.434169,0.54211,0.43685,0.289274
3338,0.425681,0.512569,0.417969,0.392341,0.400496,0.434169,0.542132,0.436879,0.289274
3339,0.425681,0.512569,0.417969,0.392341,0.400496,0.434169,0.542144,0.437259,0.289274
3340,0.425681,0.512672,0.417969,0.392341,0.400496,0.435922,0.542146,0.437259,0.289274
3341,0.425681,0.513856,0.417969,0.392341,0.400501,0.435922,0.542154,0.437259,0.289274
3342,0.425681,0.513856,0.417981,0.392341,0.400502,0.435922,0.542154,0.437259,0.289274
3343,0.425699,0.513996,0.417981,0.392341,0.400502,0.435922,0.542197,0.43727,0.289274
3344,0.42573,0.514065,0.417983,0.392341,0.400502,0.435922,0.542197,0.43727,0.289274
3345,0.425741,0.514065,0.420904,0.392341,0.400502,0.435922,0.54222,0.43727,0.289274
3346,0.425741,0.514102,0.420904,0.392341,0.400502,0.436062,0.54222,0.43727,0.289274
3347,0.425741,0.514102,0.420904,0.392341,0.400502,0.436062,0.542221,0.437409,0.289274
3348,0.425741,0.514114,0.420904,0.392341,0.400502,0.436063,0.542234,0.437409,0.289274
3349,0.425741,0.514121,0.420904,0.392341,0.400502,0.436063,0.542234,0.437409,0.289274
3350,0.425741,0.514121,0.423077,0.392341,0.400503,0.436063,0.542234,0.437409,0.2894
3351,0.425747,0.514121,0.423122,0.392341,0.400503,0.436063,0.542267,0.437411,0.2894
3352,0.425747,0.514122,0.423122,0.392341,0.400503,0.436063,0.542267,0.437411,0.2894
3353,0.425747,0.514122,0.423122,0.392341,0.400503,0.436063,0.542279,0.437411,0.2894
3354,0.425747,0.514285,0.423122,0.392341,0.400503,0.436063,0.542423,0.437411,0.2894
3355,0.425981,0.514285,0.423122,0.392341,0.400503,0.436063,0.542427,0.437411,0.290164
3356,0.425982,0.514285,0.423341,0.392341,0.400547,0.436063,0.543152,0.437413,0.290164
3357,0.425982,0.514611,0.423341,0.392341,0.400773,0.436063,0.543489,0.437413,0.290164
3358,0.425982,0.514611,0.423346,0.392341,0.400774,0.436063,0.543489,0.437413,0.290164
3359,0.4261,0.514611,0.423359,0.392341,0.400774,0.436063,0.543489,0.437419,0.290164
3360,0.4261,0.514611,0.423359,0.392341,0.400774,0.436063,0.54349,0.437419,0.290164
3361,0.426101,0.514611,0.423359,0.392341,0.400774,0.436063,0.543593,0.437419,0.290532
3362,0.426101,0.514611,0.423359,0.392418,0.405936,0.436063,0.543593,0.437419,0.290532
3363,0.426101,0.514624,0.423359,0.392418,0.405936,0.439552,0.543628,0.437419,0.290532
3364,0.42938,0.514624,0.425269,0.392421,0.406039,0.439552,0.543632,0.437445,0.290532
3365,0.42939,0.514624,0.425269,0.392422,0.406059,0.440331,0.543632,0.437445,0.290532
3366,0.429391,0.514624,0.425308,0.392422,0.406071,0.440331,0.543741,0.437445,0.290532
3367,0.429391,0.514624,0.425309,0.392422,0.406093,0.440331,0.543741,0.438946,0.290532
3368,0.429391,0.514624,0.425309,0.392422,0.406093,0.456241,0.543744,0.43911,0.290532
3369,0.429396,0.51463,0.425309,0.392423,0.406093,0.456241,0.543744,0.439158,0.290532
3370,0.42957,0.51463,0.425309,0.392423,0.406102,0.456241,0.543801,0.439158,0.290532
3371,0.429659,0.514658,0.425309,0.39248,0.406116,0.45654,0.543814,0.439158,0.32227
3372,0.429659,0.514658,0.425311,0.39248,0.406116,0.45654,0.543814,0.439158,0.322509
3373,0.429957,0.514658,0.425311,0.392518,0.406136,0.456725,0.544324,0.439197,0.322509
3374,0.429957,0.515737,0.425313,0.392518,0.406276,0.456725,0.544324,0.439197,0.322509
3375,0.429958,0.515737,0.425313,0.392518,0.406277,0.456725,0.544324,0.439197,0.322509
3376,0.429958,0.515737,0.425323,0.393235,0.406356,0.456725,0.544324,0.439197,0.323421
3377,0.429958,0.515737,0.425535,0.393235,0.406374,0.457019,0.544324,0.439198,0.323421
3378,0.429958,0.515928,0.425536,0.393235,0.406407,0.457019,0.544324,0.43931,0.323576
3379,0.429958,0.516221,0.425547,0.40132,0.406407,0.457019,0.544324,0.43931,0.323576
3380,0.429966,0.516221,0.425547,0.40132,0.406407,0.457019,0.544332,0.43931,0.323576
3381,0.429966,0.516375,0.425547,0.401322,0.406944,0.457019,0.544332,0.43931,0.323576
3382,0.43119,0.516392,0.425547,0.401324,0.406945,0.457019,0.544332,0.43935,0.323702
3383,0.43119,0.516394,0.425547,0.401342,0.406945,0.457019,0.544332,0.43935,0.323702
3384,0.43119,0.516394,0.425571,0.401434,0.407009,0.457019,0.544332,0.43935,0.323702
3385,0.438802,0.516394,0.425589,0.401434,0.407054,0.457019,0.54439,0.44013,0.323702
3386,0.438802,0.516415,0.425976,0.401434,0.407054,0.457019,0.54439,0.44013,0.323702
3387,0.438802,0.516415,0.426008,0.401434,0.407054,0.457019,0.54439,0.44013,0.323702
3388,0.438802,0.517343,0.426009,0.401434,0.407091,0.457019,0.54439,0.44013,0.323702
3389,0.438802,0.51735,0.426043,0.401447,0.407091,0.457019,0.544392,0.440133,0.323702
3390,0.438802,0.517351,0.426043,0.401447,0.407091,0.457125,0.544394,0.440133,0.323702
3391,0.438802,0.517351,0.426043,0.401704,0.407415,0.457797,0.544531,0.440133,0.323702
3392,0.438802,0.517351,0.426043,0.401704,0.407427,0.457797,0.544531,0.440133,0.323744
3393,0.438802,0.517358,0.426043,0.401704,0.407427,0.457797,0.544534,0.441152,0.323744
3394,0.438802,0.517387,0.426043,0.401704,0.407429,0.457797,0.544544,0.441152,0.323744
3395,0.438802,0.517387,0.426356,0.401705,0.407545,0.457885,0.544544,0.441152,0.323744
3396,0.438802,0.517387,0.426357,0.401708,0.407545,0.457885,0.544563,0.441152,0.323744
3397,0.438802,0.517397,0.426357,0.402105,0.407545,0.457885,0.544563,0.441336,0.323744
3398,0.438802,0.51774,0.426357,0.402106,0.407613,0.457885,0.544563,0.441336,0.323744
3399,0.438802,0.51774,0.426357,0.402106,0.408108,0.457885,0.545069,0.441336,0.323744
3400,0.438805,0.51774,0.426357,0.40229,0.408108,0.457886,0.54508,0.441336,0.323744
3401,0.438805,0.51774,0.426358,0.40229,0.408108,0.457986,0.545093,0.441336,0.323744
3402,0.438809,0.51774,0.426358,0.404515,0.408861,0.457986,0.545093,0.441336,0.323744
3403,0.438809,0.518411,0.426358,0.404515,0.408861,0.457986,0.545097,0.441352,0.324351
3404,0.438809,0.51852,0.426361,0.404515,0.408861,0.457986,0.545097,0.441354,0.324351
3405,0.438809,0.51856,0.426363,0.404516,0.408906,0.457988,0.545097,0.441354,0.324351
3406,0.438809,0.518567,0.426363,0.404516,0.408925,0.465629,0.545097,0.441354,0.324402
3407,0.438809,0.518567,0.426363,0.408056,0.408925,0.465629,0.545097,0.441354,0.324402
3408,0.438809,0.518569,0.426363,0.408056,0.408925,0.465629,0.5451,0.441354,0.324405
3409,0.438811,0.518569,0.426396,0.408081,0.408946,0.465629,0.545101,0.441356,0.324405
3410,0.438811,0.518669,0.426397,0.408081,0.408946,0.465629,0.545102,0.441356,0.324981
3411,0.438811,0.518669,0.426408,0.408081,0.408946,0.465629,0.545102,0.441476,0.324981
3412,0.438822,0.51867,0.426754,0.408081,0.408973,0.465629,0.545111,0.441476,0.324981
3413,0.438822,0.51867,0.42678,0.408081,0.408973,0.465629,0.545111,0.441476,0.324981
3414,0.438822,0.51867,0.426782,0.408081,0.408973,0.465629,0.545135,0.441476,0.324981
3415,0.438822,0.51903,0.426782,0.408081,0.408986,0.465629,0.545135,0.441793,0.324981
3416,0.438822,0.51903,0.426792,0.408344,0.408986,0.46568,0.545401,0.441793,0.324981
3417,0.438985,0.51903,0.426792,0.408344,0.408988,0.466507,0.545401,0.441793,0.324981
3418,0.439001,0.51903,0.428485,0.408344,0.409934,0.466507,0.545401,0.441798,0.325642
3419,0.439001,0.519058,0.428485,0.408344,0.409944,0.466507,0.545413,0.441798,0.3264
3420,0.439001,0.519058,0.428495,0.408346,0.409944,0.466507,0.545413,0.441816,0.3264
3421,0.439001,0.519058,0.428499,0.408386,0.409944,0.466507,0.545413,0.441816,0.3264
3422,0.439001,0.519102,0.428505,0.408386,0.409944,0.466507,0.545413,0.441826,0.3264
3423,0.439001,0.519102,0.42851,0.408386,0.409944,0.46696,0.545455,0.441826,0.3264
3424,0.439033,0.519228,0.42851,0.408805,0.409944,0.46696,0.545455,0.441852,0.3264
3425,0.439033,0.519229,0.42851,0.408805,0.409944,0.46696,0.545455,0.441852,0.3264
3426,0.439033,0.519229,0.42851,0.408809,0.409944,0.46696,0.54546,0.441854,0.3264
3427,0.439034,0.519229,0.428532,0.408809,0.409947,0.46696,0.545462,0.441854,0.3264
3428,0.439034,0.519256,0.428532,0.40884,0.409947,0.46696,0.545462,0.441854,0.3264
3429,0.439034,0.519256,0.428532,0.409101,0.409947,0.46696,0.545462,0.441854,0.3264
3430,0.439034,0.519411,0.42854,0.409101,0.410134,0.46696,0.545462,0.441854,0.3264
3431,0.439034,0.519411,0.42854,0.409101,0.410134,0.46696,0.545477,0.443645,0.3264
3432,0.439034,0.519411,0.42855,0.409122,0.410136,0.46696,0.545477,0.443645,0.3264
3433,0.439034,0.520309,0.42855,0.409123,0.410136,0.46696,0.545477,0.443645,0.3264
3434,0.439034,0.520329,0.42855,0.410214,0.410136,0.46696,0.545477,0.443645,0.3264
3435,0.442127,0.520329,0.42855,0.410214,0.410136,0.46696,0.545477,0.443652,0.326418
3436,0.442127,0.520329,0.42855,0.410214,0.410189,0.466968,0.545477,0.443652,0.326418
3437,0.442182,0.520855,0.428555,0.410223,0.416125,0.466968,0.545477,0.445587,0.326418
3438,0.442182,0.520856,0.428555,0.410223,0.416125,0.466968,0.545573,0.445611,0.326418
3439,0.442397,0.520871,0.428557,0.41042,0.416125,0.466968,0.545573,0.445611,0.326418
3440,0.442397,0.520871,0.428586,0.410439,0.416125,0.466968,0.545573,0.445611,0.326418
3441,0.442397,0.520895,0.428586,0.410439,0.416672,0.466968,0.545575,0.447747,0.326418
3442,0.442397,0.520895,0.428586,0.410439,0.416672,0.467076,0.545575,0.447747,0.327206
3443,0.442397,0.520895,0.428586,0.414415,0.416672,0.467076,0.545588,0.447747,0.327206
3444,0.442397,0.520895,0.428587,0.414429,0.4173,0.467076,0.545588,0.447747,0.327206
3445,0.442397,0.520902,0.428587,0.414493,0.4173,0.467076,0.545588,0.447747,0.327206
3446,0.442397,0.520902,0.430582,0.414493,0.417302,0.467076,0.545592,0.447747,0.327206
3447,0.442397,0.520902,0.430582,0.414493,0.417302,0.467076,0.545593,0.447827,0.327206
3448,0.442397,0.520902,0.430597,0.414493,0.417322,0.467076,0.545593,0.447827,0.327206
3449,0.442428,0.520903,0.430599,0.414501,0.417322,0.467076,0.545593,0.447827,0.327207
3450,0.442428,0.520904,0.430599,0.414501,0.417322,0.467076,0.5456,0.447827,0.327207
3451,0.442728,0.520904,0.4306,0.414507,0.417326,0.467076,0.545687,0.447829,0.327207
3452,0.442728,0.521035,0.4306,0.414507,0.417326,0.467076,0.545687,0.447829,0.327207
3453,0.442728,0.521035,0.430728,0.414511,0.417326,0.467076,0.545688,0.448626,0.327207
3454,0.442728,0.521035,0.430728,0.414511,0.417481,0.467076,0.545784,0.449784,0.327207
3455,0.442728,0.521035,0.430728,0.414511,0.417481,0.467092,0.545784,0.449784,0.327207
3456,0.442731,0.521845,0.430734,0.418153,0.417814,0.467183,0.545856,0.449882,0.327207
3457,0.442731,0.521857,0.430734,0.422176,0.417814,0.467183,0.545889,0.449892,0.327207
3458,0.442731,0.521857,0.430735,0.422176,0.417868,0.467183,0.54589,0.449892,0.32725
3459,0.442731,0.521857,0.430806,0.422176,0.417868,0.469216,0.54589,0.449892,0.32725
3460,0.442731,0.521857,0.430809,0.424637,0.417868,0.469216,0.545891,0.449892,0.32725
3461,0.442731,0.521857,0.43082,0.424637,0.417868,0.469216,0.545891,0.449897,0.32725
3462,0.442731,0.521857,0.430833,0.424637,0.418069,0.469216,0.545891,0.449897,0.32725
3463,0.442731,0.522344,0.430833,0.424668,0.41841,0.470584,0.545937,0.449897,0.32725
3464,0.442731,0.522344,0.430856,0.424668,0.41841,0.470584,0.545937,0.449897,0.32725
3465,0.442731,0.522371,0.430856,0.424668,0.41841,0.471555,0.545944,0.449903,0.32725
3466,0.442731,0.522371,0.430859,0.424668,0.418482,0.471555,0.545944,0.449903,0.327786
3467,0.442734,0.522371,0.43086,0.424668,0.418482,0.471555,0.545944,0.449903,0.327786
3468,0.442734,0.522388,0.430861,0.424668,0.418818,0.471555,0.545944,0.449903,0.328286
3469,0.442734,0.522388,0.430881,0.424668,0.418825,0.471555,0.545945,0.449903,0.328312
3470,0.442734,0.522388,0.430881,0.426714,0.418825,0.471555,0.545945,0.449903,0.328312
3471,0.442734,0.522388,0.430881,0.426714,0.419053,0.471555,0.545946,0.449903,0.328412
3472,0.442734,0.522388,0.430881,0.426714,0.419053,0.471555,0.545948,0.449903,0.328412
3473,0.442734,0.522388,0.430917,0.426714,0.419053,0.471555,0.545979,0.449903,0.328412
3474,0.442734,0.522388,0.430917,0.426722,0.419053,0.471555,0.545979,0.449903,0.331735
3475,0.442734,0.522389,0.430917,0.426722,0.419076,0.471555,0.546714,0.449907,0.331735
3476,0.442832,0.522402,0.431298,0.426722,0.419121,0.471555,0.546714,0.449909,0.331735
3477,0.442877,0.522676,0.431298,0.426722,0.420377,0.471555,0.546725,0.449909,0.331735
3478,0.442877,0.522728,0.431303,0.426722,0.420377,0.471555,0.546725,0.449909,0.331735
3479,0.442877,0.522728,0.431303,0.426722,0.420377,0.471833,0.546725,0.449909,0.331735
3480,0.442969,0.522728,0.431303,0.426722,0.420377,0.471833,0.546726,0.450685,0.331735
3481,0.443101,0.522728,0.431303,0.426722,0.420377,0.471833,0.546726,0.450685,0.332528
3482,0.443101,0.522728,0.431305,0.426722,0.42047,0.471833,0.54678,0.450685,0.332528
3483,0.443323,0.522728,0.431361,0.426722,0.420532,0.471833,0.54678,0.450686,0.332528
3484,0.443323,0.522728,0.431361,0.427038,0.420535,0.471833,0.54678,0.450686,0.332528
3485,0.443323,0.522844,0.431361,0.427038,0.420554,0.471833,0.54678,0.450719,0.33255
3486,0.443323,0.522847,0.431361,0.427038,0.420554,0.471833,0.54678,0.450719,0.33255
3487,0.443323,0.522848,0.431361,0.427038,0.420554,0.471833,0.54678,0.450719,0.33255
3488,0.443323,0.522848,0.431465,0.427038,0.420719,0.471833,0.546781,0.450721,0.33255
3489,0.443323,0.522855,0.431465,0.427038,0.420737,0.471833,0.550859,0.45106,0.33255
3490,0.443323,0.522855,0.431465,0.427038,0.420819,0.471833,0.550892,0.451062,0.33255
3491,0.443366,0.522855,0.431465,0.427038,0.420819,0.471841,0.550894,0.451712,0.33255
3492,0.443366,0.522855,0.431465,0.427038,0.420819,0.471841,0.550906,0.451719,0.33255
3493,0.443366,0.522876,0.431468,0.427038,0.420819,0.472389,0.550906,0.451728,0.33255
3494,0.443366,0.522876,0.431469,0.427038,0.420819,0.472389,0.550931,0.451728,0.33255
3495,0.443366,0.522876,0.431478,0.427038,0.420819,0.472389,0.550974,0.451786,0.33255
3496,0.443366,0.522878,0.431478,0.427038,0.420819,0.472389,0.551017,0.452045,0.33255
3497,0.443366,0.522878,0.432939,0.427038,0.420819,0.472389,0.551017,0.452825,0.335051
3498,0.443397,0.522878,0.432939,0.427038,0.420821,0.472389,0.551197,0.452825,0.335051
3499,0.443397,0.522879,0.432939,0.427038,0.420821,0.472389,0.551199,0.453434,0.335051
3500,0.443397,0.522879,0.432939,0.427038,0.420887,0.472389,0.551199,0.453436,0.335051
3501,0.443402,0.522879,0.432939,0.427038,0.420887,0.47239,0.551199,0.453653,0.335051
3502,0.443402,0.522879,0.432939,0.427038,0.420891,0.47239,0.551199,0.453653,0.335051
3503,0.443404,0.522879,0.432939,0.427038,0.420891,0.47239,0.551205,0.453653,0.335051
3504,0.44341,0.522895,0.432939,0.427038,0.420891,0.472476,0.551205,0.453665,0.33506
3505,0.44341,0.522895,0.432939,0.427038,0.420891,0.474639,0.551205,0.453665,0.33506
3506,0.44341,0.522895,0.433025,0.427048,0.42149,0.474639,0.551217,0.453775,0.33506
3507,0.44341,0.523065,0.433025,0.427048,0.423176,0.474639,0.551217,0.453777,0.33506
3508,0.44341,0.523065,0.433025,0.427048,0.423176,0.474639,0.551223,0.453777,0.335819
3509,0.44341,0.523065,0.433031,0.427048,0.42324,0.474912,0.551238,0.453827,0.335819
3510,0.44341,0.523065,0.433031,0.427048,0.42324,0.474912,0.551352,0.45387,0.335819
