FE,NSGAII,HypE,CMOEAD,NSGAIII,CMOMBI2,SPEA2,SPEA2SDE,ThetaDEA,CMOEADD,HHCO,HHLA
2478,2.515684,2.523639,3.739537,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.128616
2479,2.515684,2.523639,3.739538,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.128616
2480,2.515684,2.523639,3.739538,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.128616
2481,2.515684,2.523639,3.73954,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.131815
2482,2.515684,2.523639,3.73954,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.131815
2483,2.515684,2.523639,3.73954,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.131815
2484,2.515684,2.523639,3.73954,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.131815
2485,2.515684,2.524731,3.739555,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.131815
2486,2.515684,2.524731,3.739555,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.131815
2487,2.515684,2.524751,3.739753,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.133608
2488,2.515684,2.524751,3.739753,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.151457
2489,2.515684,2.524751,3.739753,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.151613
2490,2.515684,2.524751,3.739759,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.151613
2491,2.515684,2.524751,3.739759,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.151613
2492,2.515684,2.524751,3.739759,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.151613
2493,2.515684,2.524751,3.739759,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.153271
2494,2.515684,2.524751,3.739759,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.155007
2495,2.515684,2.524751,3.739759,2.700092,2.56534,0,3.376682,2.16936,0.000000,0,3.156022
2496,2.515684,2.524751,3.739759,2.700092,2.56534,0,3.381106,2.17145,0.000000,0,3.156022
2497,2.515684,2.524751,3.739759,2.700092,2.56534,0,3.381106,2.17145,0.000000,0,3.156022
2498,2.515684,2.524751,3.73976,2.700092,2.56534,0,3.381106,2.17145,0.000000,0,3.156022
2499,2.515684,2.524751,3.73976,2.700092,2.56534,0,3.381106,2.17145,0.000000,0,3.156022
2500,2.515684,2.524751,3.73976,2.700092,2.56534,0,3.382673,2.17145,0.000000,0,3.156022
2501,2.515684,2.524751,3.73976,2.700092,2.56534,0,3.382673,2.17145,0.000000,0,3.156022
2502,2.515684,2.536879,3.73976,2.700092,2.56534,0,3.382673,2.17145,0.000000,0,3.156022
2503,2.515684,2.536879,3.73977,2.700092,2.56534,0,3.382673,2.17145,0.000000,0,3.156593
2504,2.515684,2.536879,3.73977,2.700093,2.56534,0,3.382673,2.17145,0.000000,0,3.156593
2505,2.515684,2.536879,3.73977,2.700093,2.56534,0,3.382673,2.17145,0.000000,0,3.156593
2506,2.515684,2.536879,3.819583,2.700093,2.56534,0,3.382673,2.17145,0.000000,0,3.156593
2507,2.515684,2.536879,3.819932,2.700093,2.56534,0,3.382725,2.17145,0.000000,0,3.156593
2508,2.515684,2.536879,3.819932,2.700093,2.56534,0,3.382725,2.17145,0.000000,0,3.157563
2509,2.515684,2.536879,3.819932,2.700093,2.56534,0,3.382725,2.17145,0.000000,0,3.157563
2510,2.515684,2.536879,3.819933,2.700093,2.56534,0,3.382725,2.17145,0.000000,0,3.157563
2511,2.515684,2.536879,3.819933,2.77064,2.56534,0,3.382725,2.17145,0.000000,0,3.157563
2512,2.515684,2.536879,3.819933,2.77064,2.56534,0,3.382725,2.17145,0.000000,0,3.157563
2513,2.515684,2.536879,3.819933,2.77064,2.56534,0,3.384302,2.17145,0.000000,0,3.157563
2514,2.515684,2.536879,3.81994,2.77064,2.56534,0,3.384302,2.17145,0.000000,0,3.157563
2515,2.515684,2.536879,3.820116,2.77064,2.56534,0,3.414562,2.171789,0.000000,0,3.157563
2516,2.515684,2.536879,3.820116,2.77064,2.56534,0,3.414919,2.171789,0.000000,0,3.157563
2517,2.515684,2.536879,3.820116,2.77064,2.56534,0,3.414919,2.171789,0.000000,0,3.165242
2518,2.515684,2.536879,3.820116,2.77064,2.56534,0,3.41492,2.171789,0.000000,0,3.165242
2519,2.515684,2.536879,3.820117,2.77064,2.56534,0,3.41492,2.171789,0.000000,0,3.165242
2520,2.515684,2.536879,3.821378,2.77064,2.56534,0,3.41492,2.171789,0.000000,0,3.165242
2521,2.515986,2.536879,3.821378,2.77064,2.597463,0,3.414921,2.171789,0.000000,0,3.165242
2522,2.516006,2.536923,3.821398,2.77064,2.597463,0,3.414921,2.181134,0.000000,0,3.16579
2523,2.516006,2.546573,3.821398,2.77064,2.597463,0,3.414921,2.181134,0.000000,0,3.16579
2524,2.516346,2.546573,3.821398,2.77064,2.597463,0,3.414935,2.181134,0.000000,0,3.16579
2525,2.524925,2.546752,3.821398,2.77064,2.597463,0,3.414935,2.181134,0.000000,0,3.16579
2526,2.525252,2.550221,3.821398,2.77064,2.597463,0,3.414935,2.181134,0.000000,0,3.16616
2527,2.530575,2.550221,3.821542,2.77064,2.597463,0,3.414935,2.181134,0.000000,0,3.16616
2528,2.53076,2.55078,3.821542,2.77064,2.597463,0,3.414935,2.181134,0.000000,0,3.16616
2529,2.535989,2.55078,3.822313,2.77064,2.597463,0,3.414935,2.181134,0.000000,0,3.16616
2530,2.536249,2.55078,3.822313,2.77064,2.597463,0,3.414935,2.181134,0.000000,0,3.16616
2531,2.549928,2.551218,3.822313,2.77064,2.597463,0,3.414966,2.181134,0.000000,0,3.16616
2532,2.549928,2.551218,3.822313,2.77064,2.597463,0,3.414966,2.195232,0.000000,0,3.16616
2533,2.550039,2.551218,3.822313,2.77064,2.597463,0,3.414966,2.195232,0.000000,0,3.16616
2534,2.550045,2.551218,3.822313,2.77064,2.597505,0,3.414966,2.195307,0.000000,0,3.169329
2535,2.550045,2.551218,3.822327,2.77064,2.597629,0,3.414966,2.19605,0.000000,0,3.169329
2536,2.550545,2.553249,3.822327,2.77064,2.597629,0,3.416665,2.196583,0.000000,0,3.169329
2537,2.550545,2.553249,3.822327,2.77064,2.597629,0,3.416665,2.196583,0.000000,0,3.169329
2538,2.550545,2.553249,3.822327,2.77064,2.597629,0,3.4229,2.218911,0.000000,0,3.169329
2539,2.550548,2.553249,3.822671,2.77064,2.597629,0,3.422983,2.218911,0.000000,0,3.169329
2540,2.550548,2.553249,3.822849,2.77064,2.597629,0,3.422983,2.218911,0.000000,0,3.169329
2541,2.589949,2.553249,3.822849,2.77064,2.597629,0,3.422983,2.218911,0.000000,0,3.169329
2542,2.59119,2.553249,3.822849,2.77064,2.597629,0,3.422983,2.218911,0.000000,0,3.16934
2543,2.5913,2.553249,3.82295,2.77064,2.597629,0,3.422983,2.218911,0.000000,0,3.16934
2544,2.5913,2.553249,3.823018,2.77064,2.597629,0,3.422983,2.218911,0.000000,0,3.16934
2545,2.595549,2.553249,3.823018,2.77064,2.597629,0,3.422983,2.218911,0.000000,0,3.16934
2546,2.59557,2.553249,3.823018,2.77064,2.597629,0,3.422983,2.218911,0.000000,0,3.16934
2547,2.59557,2.553249,3.823018,2.77064,2.597629,0,3.422983,2.218911,0.000000,0,3.16934
2548,2.623325,2.553249,3.823018,2.77064,2.597629,0,3.423062,2.218911,0.000000,0,3.16934
2549,2.642531,2.553256,3.823018,2.791129,2.597629,0,3.423062,2.218911,0.000000,0,3.169419
2550,2.642953,2.553256,3.824196,2.791129,2.597629,0,3.423062,2.355385,0.000000,0,3.169419
2551,2.642953,2.553256,3.824196,2.791129,2.597629,0,3.423062,2.355385,0.000000,0,3.169419
2552,2.643889,2.553256,3.824196,2.791129,2.597629,0,3.423062,2.355385,0.000000,0,3.169419
2553,2.643889,2.553256,3.824196,2.791129,2.597629,0,3.423062,2.355385,0.000000,0,3.169419
2554,2.643889,2.553256,3.82421,2.791129,2.597629,0,3.423062,2.355385,0.000000,0,3.169419
2555,2.643889,2.553256,3.82421,2.791129,2.597629,0,3.423062,2.355385,0.000000,0,3.169419
2556,2.643889,2.553256,3.82421,2.794262,2.597629,0,3.423062,2.355385,0.000000,0,3.169419
2557,2.643889,2.553256,3.824213,2.794262,2.597629,0,3.423062,2.355385,0.000000,0,3.171769
2558,2.643889,2.553389,3.824222,2.794262,2.597629,0,3.423657,2.355385,0.000000,0,3.171769
2559,2.643889,2.553389,3.82423,2.794262,2.597629,0,3.423657,2.355385,0.000000,0,3.171769
2560,2.643889,2.553389,3.82423,2.798201,2.597629,0,3.425462,2.355385,0.000000,0,3.171769
2561,2.643889,2.553389,3.824274,2.798201,2.597629,0,3.425462,2.355385,0.000000,0,3.171769
2562,2.643889,2.553389,3.824274,2.798201,2.597629,0,3.425462,2.355385,0.000000,0,3.172067
2563,2.643889,2.553389,3.824319,2.798201,2.597629,0,3.425462,2.355385,0.000000,0,3.172067
2564,2.643889,2.553389,3.824319,2.798201,2.597629,0,3.42997,2.355385,0.000000,0,3.173183
2565,2.647026,2.563436,3.824319,2.801622,2.597629,0,3.42997,2.355385,0.000000,0,3.199195
2566,2.647839,2.563436,3.824319,2.801622,2.597629,0,3.42997,2.355385,0.000000,0,3.199195
2567,2.647839,2.563436,3.824319,2.801622,2.597629,0,3.42997,2.355385,0.000000,0,3.199195
2568,2.647839,2.563436,3.824627,2.801622,2.597629,0,3.429971,2.355385,0.000000,0,3.199195
2569,2.647839,2.563436,3.824631,2.801622,2.597629,0,3.430208,2.355385,0.000000,0,3.199945
2570,2.647839,2.570327,3.824633,2.803115,2.597629,0,3.430208,2.355385,0.000000,0,3.200047
2571,2.647839,2.570452,3.824633,2.803115,2.597637,0,3.430208,2.35676,0.000000,0,3.200047
2572,2.647839,2.570452,3.824633,2.803115,2.597637,0,3.430208,2.35676,0.000000,0,3.200047
2573,2.647839,2.570452,3.824773,2.844602,2.59841,0,3.435442,2.35676,0.000000,0,3.200047
2574,2.647839,2.570452,3.824773,2.844602,2.59841,0,3.439185,2.35676,0.000000,0,3.200047
2575,2.647839,2.570452,3.824773,2.845521,2.59841,0,3.439185,2.35676,0.000000,0,3.200047
2576,2.647839,2.570452,3.824773,2.845521,2.59841,0,3.439245,2.35676,0.000000,0,3.200047
2577,2.647839,2.570452,3.828801,2.845521,2.59841,0,3.439245,2.35676,0.000000,0,3.200047
2578,2.647839,2.570452,3.828801,2.889247,2.59841,0,3.439286,2.35676,0.000000,0,3.200047
2579,2.647839,2.570452,3.82887,2.889247,2.59841,0,3.439287,2.35676,0.000000,0,3.200047
2580,2.647839,2.570452,3.82887,2.889247,2.59841,0,3.439297,2.35676,0.000000,0,3.200047
2581,2.647839,2.570452,3.828887,2.889247,2.59841,0,3.439297,2.35676,0.000000,0,3.200047
2582,2.647839,2.576105,3.828887,2.889247,2.59841,0,3.439297,2.35676,0.000000,0,3.200047
2583,2.647839,2.576105,3.838772,2.889247,2.59841,0,3.43963,2.35676,0.000000,0,3.253353
2584,2.647839,2.576236,3.838898,2.889247,2.59841,0,3.43963,2.35676,0.000000,0,3.253353
2585,2.647839,2.577756,3.838898,2.889247,2.59841,0,3.43963,2.35676,0.000000,0,3.253353
2586,2.647839,2.577763,3.838898,2.889247,2.59841,0,3.43963,2.35676,0.000000,0,3.253353
2587,2.647839,2.577763,3.838898,2.889247,2.59841,0,3.439786,2.35676,0.000000,0,3.25352
2588,2.647839,2.577763,3.838898,2.889247,2.59841,0,3.439786,2.35676,0.000000,0,3.25367
2589,2.647839,2.577763,3.838898,2.889247,2.59841,0,3.439786,2.35676,0.000000,0,3.25367
2590,2.647839,2.577763,3.838898,2.890299,2.59841,0,3.439811,2.374667,0.000000,0,3.253811
2591,2.647839,2.577763,3.838902,2.890299,2.59841,0,3.439811,2.374667,0.000000,0,3.255705
2592,2.647839,2.577763,3.838902,2.890299,2.59841,0,3.461461,2.376585,0.000000,0,3.255705
2593,2.647839,2.577763,3.838902,2.890299,2.59841,0,3.47772,2.376585,0.000000,0,3.255705
2594,2.647839,2.577763,3.838902,2.890299,2.59841,0,3.47772,2.376585,0.000000,0,3.255705
2595,2.647839,2.577763,3.838945,2.890299,2.59841,0,3.47772,2.376585,0.000000,0,3.256456
2596,2.647839,2.577763,3.838945,2.890339,2.59841,0,3.47772,2.376585,0.000000,0,3.256456
2597,2.647839,2.577763,3.838945,2.890339,2.59841,0,3.486331,2.382765,0.000000,0,3.256456
2598,2.647839,2.577763,3.839026,2.890339,2.646114,0,3.48668,2.382765,0.000000,0,3.256456
2599,2.647839,2.577763,3.839026,2.890339,2.646114,0,3.48668,2.382765,0.000000,0,3.256456
2600,2.647839,2.577763,3.839026,2.890339,2.646114,0,3.48668,2.387246,0.000000,0,3.256456
2601,2.647839,2.577763,3.839029,2.890339,2.646114,0,3.486763,2.388882,0.000000,0,3.256859
2602,2.647839,2.577763,3.839029,2.890339,2.646114,0,3.487737,2.388882,0.000000,0,3.256859
2603,2.647839,2.577763,3.83923,2.890339,2.646114,0,3.488807,2.388882,0.000000,0,3.26002
2604,2.647839,2.577763,3.83923,2.890339,2.646114,0,3.488807,2.388882,0.000000,0,3.26002
2605,2.647839,2.577763,3.839236,2.890425,2.646114,0,3.488807,2.388931,0.000000,0,3.26002
2606,2.647839,2.577763,3.839431,2.890425,2.646114,0,3.488807,2.388931,0.000000,0,3.26002
2607,2.650278,2.577763,3.839431,2.890425,2.646114,0,3.488807,2.388931,0.000000,0,3.261195
2608,2.650278,2.577763,3.839781,2.890425,2.646114,0,3.488807,2.388931,0.000000,0,3.261971
2609,2.650278,2.577763,3.839781,2.890425,2.646114,0,3.488807,2.388931,0.000000,0,3.261971
2610,2.650278,2.577763,3.839781,2.890425,2.646114,0,3.488807,2.389313,0.000000,0,3.262031
2611,2.650278,2.577763,3.839783,2.890425,2.646114,0.645576,3.488807,2.389313,0.000000,0,3.262155
2612,2.650278,2.577763,3.839995,2.890425,2.646114,0.645576,3.488807,2.389313,0.000000,0,3.262155
2613,2.650278,2.577763,3.839999,2.890425,2.646114,0.645576,3.488807,2.389313,0.000000,0,3.262155
2614,2.650278,2.577763,3.840011,2.890425,2.646114,0.645576,3.488807,2.389313,0.000000,0,3.262942
2615,2.650278,2.646145,3.840066,2.890425,2.646114,0.645576,3.488807,2.389313,0.000000,0,3.272009
2616,2.650278,2.646145,3.840586,2.923595,2.671306,0.645576,3.507016,2.389313,0.000000,0,3.272009
2617,2.66729,2.646145,3.840642,2.923595,2.671306,0.645576,3.507016,2.389313,0.000000,0,3.272009
2618,2.66729,2.646145,3.843515,2.923595,2.671306,0.645576,3.507044,2.389313,0.000000,0,3.272009
2619,2.685439,2.646145,3.843515,2.923595,2.671306,0.645576,3.507044,2.3894,0.000000,0,3.272009
2620,2.685439,2.646145,3.843587,2.923595,2.671306,0.645576,3.507408,2.3894,0.000000,0,3.272009
2621,2.685439,2.646145,3.843587,2.923595,2.671306,0.645576,3.507408,2.3894,0.000000,0,3.272009
2622,2.685439,2.646145,3.843589,2.923595,2.671306,0.645576,3.507408,2.3894,0.000000,0,3.272009
2623,2.685439,2.646145,3.843589,2.923595,2.671306,0.645576,3.507408,2.3894,0.000000,0,3.272009
2624,2.685799,2.646145,3.843589,2.923595,2.671306,0.645576,3.507408,2.3894,0.000000,0,3.27246
2625,2.685799,2.646145,3.843589,2.923595,2.67134,0.645576,3.507408,2.389733,0.000000,0,3.27246
2626,2.685799,2.646145,3.843589,2.923595,2.67134,0.645576,3.507408,2.389733,0.000000,0,3.278812
2627,2.685799,2.646145,3.843663,2.928179,2.67134,0.645576,3.507449,2.389733,0.000000,0,3.316824
2628,2.685799,2.646146,3.843663,2.928179,2.67134,0.645576,3.507449,2.389733,0.000000,0,3.316824
2629,2.685799,2.646146,3.843708,2.928179,2.67134,0.645576,3.507449,2.389733,0.000000,0,3.316824
2630,2.685799,2.646157,3.843708,3.125528,2.67134,0.645576,3.50745,2.389733,0.000000,0,3.316824
2631,2.685799,2.646157,3.843708,3.125528,2.67134,0.645576,3.507452,2.389733,0.000000,0,3.316824
2632,2.685799,2.646157,3.84371,3.125528,2.67134,0.645576,3.507452,2.389733,0.000000,0,3.325566
2633,2.685799,2.646157,3.84371,3.138786,2.67134,0.645576,3.507487,2.389843,0.000000,0,3.325566
2634,2.685799,2.646158,3.844519,3.141929,2.67134,0.645576,3.507487,2.389843,0.000000,0,3.325801
2635,2.685799,2.646158,3.844519,3.141929,2.67134,0.645576,3.507487,2.389843,0.000000,0,3.325801
2636,2.685799,2.646158,3.851958,3.141929,2.67134,2.277478,3.507487,2.389843,0.000000,0,3.325828
2637,2.685799,2.646158,3.851958,3.141929,2.67134,2.277478,3.507487,2.389843,0.000000,0,3.326586
2638,2.685799,2.646276,3.851958,3.141929,2.67134,2.277478,3.507492,2.389843,0.000000,0,3.326586
2639,2.685799,2.646276,3.851958,3.141929,2.67134,2.277478,3.507516,2.415565,0.000000,0,3.327203
2640,2.685799,2.646276,3.851958,3.141929,2.67134,2.277478,3.507516,2.415574,0.000000,0,3.327506
2641,2.685799,2.646276,3.851975,3.141929,2.67134,2.277478,3.507516,2.415574,0.000000,0,3.327506
2642,2.685799,2.646276,3.851975,3.141929,2.67134,2.277478,3.507686,2.415574,0.000000,0,3.327506
2643,2.685799,2.646276,3.851975,3.142507,2.67134,2.277478,3.507686,2.415574,0.000000,0,3.327506
2644,2.685799,2.646276,3.851975,3.198321,2.67134,2.277478,3.507687,2.415574,0.000000,0,3.327506
2645,2.685799,2.646282,3.852001,3.198321,2.672545,2.277478,3.507687,2.415574,0.000000,0,3.327506
2646,2.685799,2.646282,3.852001,3.198321,2.672545,2.277478,3.507687,2.415574,0.000000,0,3.327506
2647,2.685799,2.646282,3.85212,3.198321,2.686009,2.277478,3.507737,2.415574,0.000000,0,3.327506
2648,2.685799,2.646282,3.852124,3.198321,2.686009,2.277478,3.507737,2.415574,0.000000,0,3.327506
2649,2.685799,2.646282,3.852124,3.198321,2.686009,2.277478,3.507737,2.415574,0.000000,0,3.327506
2650,2.685799,2.646282,3.852124,3.198321,2.68671,2.277478,3.510475,2.415574,0.000000,0,3.327506
2651,2.685799,2.646282,3.852139,3.198321,2.68671,2.277478,3.510475,2.415574,0.000000,0,3.327506
2652,2.685799,2.654346,3.852139,3.198321,2.68671,2.277478,3.510475,2.420947,0.000000,0,3.327506
2653,2.685799,2.676815,3.852139,3.198321,2.68671,2.277478,3.510475,2.420947,0.000000,0,3.327506
2654,2.685799,2.676815,3.852147,3.198321,2.68671,2.277478,3.510475,2.420947,0.000000,0,3.327506
2655,2.685799,2.676815,3.852147,3.198321,2.68671,2.277478,3.510475,2.420947,0.000000,0,3.327506
2656,2.685799,2.676815,3.85216,3.198321,2.68671,2.277478,3.510475,2.420947,0.000000,0,3.327506
2657,2.685799,2.676815,3.85216,3.198321,2.68671,2.277478,3.510475,2.420947,0.000000,0,3.327506
2658,2.685799,2.676815,3.855314,3.198321,2.68671,2.277478,3.510475,2.475134,0.000000,0,3.327521
2659,2.685799,2.676815,3.855315,3.200774,2.68671,2.277478,3.510475,2.475134,0.000000,0,3.327521
2660,2.685799,2.676815,3.855676,3.200774,2.68671,2.277478,3.510475,2.475134,0.000000,0,3.327724
2661,2.685799,2.676815,3.855676,3.200774,2.68671,2.277478,3.510475,2.475134,0.000000,0,3.327808
2662,2.685799,2.676815,3.855676,3.200774,2.68671,2.277478,3.510475,2.475134,0.000000,0,3.327808
2663,2.685799,2.676815,3.864348,3.200774,2.68671,2.277478,3.510475,2.475134,0.000000,0,3.327808
2664,2.685799,2.676815,3.864348,3.200774,2.68671,2.277478,3.510475,2.475134,0.000000,0,3.327808
2665,2.685799,2.676815,3.864366,3.200774,2.68671,2.277478,3.510475,2.475134,0.000000,0,3.329778
2666,2.685799,2.676815,3.864366,3.200774,2.68671,2.277478,3.510662,2.475134,0.000000,0,3.329779
2667,2.685799,2.676815,3.864366,3.200774,2.686828,2.277478,3.510662,2.475134,0.000000,0,3.329793
2668,2.685799,2.676815,3.864409,3.200774,2.686828,2.277478,3.510662,2.475134,0.000000,0,3.329793
2669,2.685799,2.676815,3.864889,3.200774,2.686828,2.277478,3.510662,2.510133,0.000000,0,3.329793
2670,2.685799,2.676815,3.864968,3.200774,2.686828,2.277478,3.510775,2.510135,0.000000,0,3.329793
2671,2.685799,2.676815,3.864968,3.200774,2.686828,2.277478,3.510776,2.510135,0.000000,0,3.329793
2672,2.685799,2.676815,3.864968,3.200774,2.686828,2.277478,3.510776,2.510135,0.000000,0,3.329793
2673,2.685799,2.676815,3.865487,3.200774,2.686828,2.277478,3.510776,2.510135,0.000000,0,3.338558
2674,2.685799,2.695549,3.865527,3.200774,2.686828,2.277478,3.510864,2.510135,0.000000,0,3.338558
2675,2.685799,2.695549,3.865539,3.200774,2.686828,2.277478,3.510867,2.510135,0.000000,0,3.338558
2676,2.685799,2.695549,3.865539,3.200774,2.686828,2.277478,3.511092,2.510135,0.000000,0,3.338558
2677,2.685799,2.695549,3.865539,3.200774,2.686828,2.277478,3.511134,2.510135,0.000000,0,3.353368
2678,2.685799,2.695549,3.870716,3.200774,2.686828,2.277478,3.511134,2.510135,0.000000,0,3.353368
2679,2.685799,2.695549,3.870726,3.200774,2.686828,2.277478,3.511138,2.510825,0.000000,0,3.353368
2680,2.685799,2.695564,3.870726,3.200774,2.686828,2.277478,3.511138,2.510957,0.000000,0,3.357614
2681,2.685799,2.695564,3.870726,3.200774,2.686828,2.277478,3.511138,2.510957,0.000000,0,3.357614
2682,2.685799,2.695564,3.870726,3.200774,2.686828,2.277478,3.511138,2.510957,0.000000,0,3.357614
2683,2.685799,2.695564,3.870726,3.200774,2.686828,2.277478,3.514748,2.510957,0.000000,0,3.453351
2684,2.685799,2.695564,3.870726,3.200774,2.686878,2.277478,3.514748,2.510957,0.000000,0,3.453369
2685,2.685799,2.695564,3.870726,3.200774,2.686878,2.277478,3.514748,2.510957,0.000000,0,3.453369
2686,2.685799,2.695564,3.876835,3.200774,2.686878,2.277478,3.514748,2.510957,0.000000,0,3.453406
2687,2.685799,2.695568,3.876835,3.200774,2.686878,2.277478,3.514748,2.510957,0.000000,0,3.465317
2688,2.685799,2.695568,3.876835,3.200774,2.686878,2.277478,3.514748,2.510957,0.000000,0,3.465321
2689,2.685799,2.695568,3.876835,3.200774,2.686878,2.277478,3.514781,2.510957,0.000000,0,3.466315
2690,2.685799,2.695568,3.876837,3.200774,2.686878,2.277478,3.514781,2.510957,0.000000,0,3.466315
2691,2.68642,2.695568,3.876876,3.200774,2.686878,2.277478,3.514781,2.511121,0.000000,0,3.466315
2692,2.68642,2.695568,3.876876,3.200774,2.686878,2.277478,3.516858,2.511121,0.000000,0,3.466315
2693,2.68642,2.695568,3.876904,3.200774,2.686878,2.277478,3.516893,2.511121,0.000000,0,3.466315
2694,2.68642,2.695568,3.87692,3.200774,2.686878,2.277478,3.516931,2.511659,0.000000,0,3.466315
2695,2.68642,2.695568,3.87692,3.200774,2.686878,2.277478,3.516931,2.511659,0.000000,0,3.466334
2696,2.68642,2.695568,3.887521,3.200774,2.686878,2.277478,3.516931,2.511659,0.000000,0,3.466334
2697,2.68642,2.695568,3.887521,3.200774,2.68804,2.277478,3.516949,2.511659,0.000000,0,3.466334
2698,2.68642,2.695568,3.887521,3.200774,2.68804,2.277478,3.516949,2.511659,0.000000,0,3.467397
2699,2.68642,2.695568,3.887521,3.200774,2.68804,2.277478,3.517134,2.511659,0.000000,0,3.467399
2700,2.68642,2.695568,3.887521,3.200774,2.68804,2.277478,3.517134,2.511659,0.000000,0,3.467399
2701,2.68642,2.695568,3.887521,3.200774,2.68804,2.277478,3.517134,2.511659,0.000000,0,3.467399
2702,2.68642,2.695568,3.887535,3.200774,2.68804,2.277478,3.517134,2.511659,0.000000,0,3.469225
2703,2.68642,2.695568,3.887535,3.200774,2.702085,2.277478,3.517134,2.51166,0.000000,0,3.469225
2704,2.68642,2.695568,3.887535,3.200774,2.702085,2.277478,3.517134,2.51166,0.000000,0,3.469225
2705,2.68642,2.695568,3.887554,3.200774,2.702085,2.277478,3.517134,2.51166,0.000000,0,3.469961
2706,2.68642,2.695568,3.887611,3.200774,2.702085,2.277478,3.517134,2.51166,0.000000,0,3.469961
2707,2.68642,2.695568,3.887611,3.206814,2.702085,2.277478,3.517203,2.51166,0.000000,0,3.469961
2708,2.68642,2.695568,3.888187,3.206814,2.702085,2.277478,3.517203,2.51166,0.000000,0,3.469961
2709,2.68642,2.695568,3.888187,3.206814,2.702085,2.277478,3.517203,2.511986,0.000000,0,3.469961
2710,2.68642,2.695568,3.888187,3.206814,2.702085,2.277478,3.517203,2.511986,0.000000,0,3.469961
2711,2.68642,2.695579,3.888187,3.206814,2.702085,2.277478,3.517233,2.511986,0.000000,0,3.469961
2712,2.68642,2.695579,3.889405,3.206814,2.702085,2.277478,3.517233,2.511986,0.000000,0,3.469961
2713,2.68642,2.695586,3.889405,3.206814,2.702085,2.277478,3.517233,2.526534,0.000000,0,3.469961
2714,2.68642,2.695586,3.889683,3.206814,2.702085,2.277478,3.517233,2.526534,0.000000,0,3.469961
2715,2.68642,2.695586,3.889827,3.206814,2.702085,2.277478,3.517233,2.526577,0.000000,0,3.469966
2716,2.68642,2.695586,3.889827,3.206814,2.702085,2.277478,3.517233,2.526577,0.000000,0,3.471243
2717,2.68642,2.695586,3.889827,3.206814,2.702106,2.277478,3.52054,2.526577,0.000000,0,3.471243
2718,2.68642,2.695586,3.889827,3.206814,2.702106,2.277478,3.52054,2.526577,0.000000,0,3.471243
2719,2.68642,2.695586,3.889838,3.206814,2.702106,2.277478,3.52054,2.526577,0.000000,0,3.471243
2720,2.68642,2.695586,3.889838,3.206814,2.702106,2.277478,3.52054,2.526577,0.000000,0,3.47181
2721,2.68642,2.695586,3.889898,3.206814,2.702106,2.277478,3.52054,2.526577,0.000000,0,3.473577
2722,2.68642,2.695586,3.889898,3.206814,2.702106,2.277478,3.52054,2.526577,0.000000,0,3.47366
2723,2.68642,2.695586,3.889898,3.206814,2.702106,2.277478,3.52054,2.526598,0.000000,0,3.47366
2724,2.68642,2.695848,3.889898,3.206814,2.702106,2.277478,3.523809,2.526598,0.000000,0,3.47366
2725,2.68642,2.695848,3.889899,3.206814,2.702106,2.277478,3.523809,2.526598,0.000000,0,3.500965
2726,2.68642,2.695848,3.889899,3.206814,2.702106,2.277478,3.523832,2.526598,0.000000,0,3.500965
2727,2.68642,2.695848,3.8899,3.206814,2.702106,2.277478,3.523832,2.526598,0.000000,0,3.500965
2728,2.68642,2.695848,3.8899,3.206814,2.702106,2.277478,3.523832,2.526598,0.000000,0,3.500965
2729,2.68642,2.695848,3.8899,3.206814,2.702108,2.277478,3.523832,2.526598,0.000000,0,3.500965
2730,2.68642,2.696157,3.890267,3.206814,2.702108,2.277478,3.523832,2.526598,0.000000,0,3.501102
2731,2.688528,2.696157,3.890577,3.206814,2.702108,2.277478,3.523833,2.526598,0.000000,0,3.501102
2732,2.688631,2.696157,3.890577,3.206814,2.702108,2.277478,3.523833,2.526598,0.000000,0,3.501102
2733,2.689082,2.696157,3.890577,3.206814,2.702108,2.277478,3.523833,2.565327,0.000000,0,3.501102
2734,2.68911,2.696157,3.890577,3.206814,2.702108,2.277478,3.523833,2.568596,0.000000,0,3.503169
2735,2.71415,2.696157,3.890577,3.206814,2.706834,2.277478,3.523833,2.568596,0.000000,0,3.503169
2736,2.715016,2.696157,3.890577,3.206814,2.706834,2.277478,3.524806,2.568596,0.000000,0,3.503179
2737,2.715016,2.69616,3.890658,3.206814,2.706834,2.277478,3.524806,2.568596,0.000000,0,3.503179
